sedalea,latitude,longitude
2121001,37.1925108,-84.1154524
2121003,37.989679,-85.9683059
2308400,44.5059115,-67.5342418
2300053,44.2542007,-69.1379708
2308500,44.3188034,-68.3232666
2303480,43.9800698,-69.4303812
2308760,44.0522769,-69.5675223
2304830,44.022351,-69.4907559
2505740,42.3494979,-72.7821402
2507410,42.6521665,-71.0010008
2506510,42.0642414,-71.3453665
2510830,41.9785757,-70.7954401
2509150,41.7182359,-70.8113435
2504290,42.2356194,-71.3329541
2508160,42.6152902,-73.2397272
2506930,42.4008258,-71.3896887
2501710,42.4846429,-71.4671408
2503870,42.490385,-71.3532719
2500541,41.8045317,-71.1114096
2525007,42.6955322,-72.9091479
2525005,42.4192788,-70.9300913
2525014,42.7277722,-72.9853464
2525006,42.3834973,-73.3591868
2525003,42.6134177,-72.4264274
2525002,42.7227205,-73.1058185
2504560,41.8333183,-70.0037867
2525012,42.01356,-70.0641518
2525015,42.1524327,-73.1139841
2525010,41.7182175,-70.9011509
2525013,42.5246927,-73.3232066
2505100,42.4871695,-72.6475795
2511490,42.1215862,-72.1650141
2501920,42.4167592,-72.450132
2509900,42.4654045,-72.3087328
2502580,42.3717812,-71.6811961
2507380,41.3661733,-70.6325377
2508910,42.3133469,-71.5932103
2525009,42.6800415,-73.0158137
2525008,42.5941657,-73.0223195
2522222,42.6104497,-72.8877351
2727001,46.9975863,-95.3953881
3003450,47.2268988,-110.8899232
3020100,45.4219048,-110.5327983
3023400,48.5291427,-107.4220668
3026580,48.6994376,-115.7560085
3005310,45.9047078,-112.671076
3011580,48.3367897,-104.6668421
3013590,48.6898621,-109.7811301
3018900,46.8380488,-109.635681
3019500,47.987736,-115.7768036
3021540,47.7397005,-111.6759074
3024330,47.535498,-111.734912
3006810,47.6296277,-105.757222
3008340,47.1492924,-104.8248909
3008850,47.4088256,-109.8421105
3010530,47.0950756,-109.4122274
3012300,47.2647835,-110.5273491
3013340,45.5142869,-107.4768299
3013400,48.2975911,-108.8744064
3016230,45.6254989,-108.746325
3020850,47.5453953,-114.886478
3021270,48.3150442,-105.1389817
3022410,47.5345039,-104.94482
3023550,47.5069263,-104.4510575
3023910,48.501961,-111.6057314
3026670,48.8001957,-108.4780479
3003840,47.8885618,-113.8763809
3004590,45.5942782,-111.0669771
3005910,47.0886153,-111.6852707
3006270,48.5315842,-109.238565
3006330,47.8812348,-112.4622735
3016020,47.766646,-104.755782
3003330,45.8581688,-111.1271513
3003900,45.6885624,-108.4601261
3005040,48.1671541,-104.799841
3010290,47.9832155,-104.4472277
3015420,48.1210945,-114.5479392
3018540,47.0693702,-113.8583358
3023970,46.0221619,-108.4124906
3003750,48.0468783,-110.0354601
3010170,47.6119949,-112.0469363
3015120,46.2737978,-112.1326505
3017640,46.0793087,-110.9662297
3028911,48.2406307,-109.7389107
3027790,48.5291904,-114.563902
3027840,45.8964021,-112.0216047
3007860,48.1894666,-104.4842545
3015390,46.6488235,-109.6814117
3025140,47.2372472,-111.207621
3011260,47.9197343,-110.9472082
3012990,46.9298732,-108.9365621
3013050,47.5546308,-111.2157261
3017040,45.2073046,-107.4031079
3026190,45.9356453,-111.4749028
3013360,45.357966,-108.3611108
3025050,46.5080544,-114.046252
3028170,45.7559363,-111.5924354
3005610,45.5168247,-104.5153243
3007930,46.2614807,-105.550508
3007140,48.322266,-113.7534147
3016770,48.6855097,-115.0562685
3000933,46.0096738,-110.5765249
3026100,47.6677221,-115.2957506
3011880,47.280033,-106.9867061
3003090,45.3157262,-113.0935546
3025560,45.8179799,-109.9435792
3004860,45.4089262,-105.555344
3000101,48.5729312,-110.9546212
3002250,47.1585519,-113.9521918
3022800,47.540166,-114.1131864
3006115,47.3432396,-114.3226031
3013830,46.8361092,-112.0814249
3021090,47.785778,-114.2364166
3002450,47.4692663,-112.617295
3021900,45.9582327,-109.1936164
3002030,46.0218272,-113.0672846
3007200,45.6517827,-109.217531
3001740,45.3766476,-109.7502143
3004920,46.0457221,-108.7578843
3013470,46.4368668,-109.8704479
3020070,45.70157,-108.9648849
3022260,45.7427203,-109.4758593
3028620,48.3168109,-105.6286771
3021450,46.8442254,-112.9310998
3028770,46.5856996,-110.9217396
3007320,48.2277428,-111.9537886
3027090,48.2833465,-112.4222648
3011460,48.3206929,-105.9907372
3015260,45.522024,-108.9914559
3011190,46.4834882,-107.0756033
3023070,46.5052807,-108.4397631
3005190,48.6700782,-113.1568269
3007080,45.8450514,-106.6460698
3008190,48.6991466,-112.3929518
3009210,46.6428258,-113.4102851
3011850,45.1045153,-110.5189936
3014370,48.4950492,-107.0472065
3018270,46.6225427,-107.8771755
3024180,45.1586838,-112.1109288
3004500,48.3702485,-110.0823238
3000095,45.4383323,-106.5888597
3022110,45.2036324,-109.4241626
3000097,48.6325649,-110.3810185
3024230,47.6393065,-104.1842737
3302670,43.7210227,-72.1852072
3305830,44.177143,-71.6185649
3399965,43.8328463,-71.696777
3300003,43.1173122,-71.7690988
3306260,42.8856883,-71.6345219
3300017,42.978415,-70.9875221
3303850,42.7425311,-71.6167799
3300049,43.4423247,-71.2573646
3307230,42.9377261,-70.851413
3402910,39.9141687,-74.1903836
3405820,39.7935306,-75.1457357
3407980,39.7406425,-75.2761006
3408190,41.0819577,-74.2790699
3415480,39.686379,-74.2452728
3403210,39.7442923,-75.1905244
3413000,39.6341538,-74.377022
3407140,41.2044305,-74.660218
3408060,41.1237725,-74.8349458
3412260,40.9437789,-74.0342658
3417460,40.8818053,-74.3160761
3402880,39.851962,-75.0358108
3409550,40.982712,-74.9848417
3416970,40.7651335,-74.9737834
3412570,40.8919453,-74.2146115
3417220,40.6500528,-74.4958145
3411760,40.9864451,-73.9722041
3416870,41.1209637,-74.5643282
3401770,39.807254,-75.0478275
3402800,40.8205016,-74.0725557
3415450,39.6111023,-75.0487711
3404380,39.8327374,-74.9524539
3414940,40.3172637,-74.0079549
3403620,39.429428,-75.2687618
3403750,40.5510348,-75.0532234
3415300,40.3700173,-74.9101701
3407590,40.5005012,-74.852398
3414400,40.3639754,-74.0098377
3411610,40.6608239,-74.8948749
3412600,40.9550739,-74.183638
3408490,39.8502255,-74.6861828
3405610,40.2503232,-74.2457755
3409360,39.3404701,-74.5826326
3410440,40.2754742,-74.08334
3413750,40.3364045,-74.0511073
3417550,40.7845704,-74.715195
3406660,40.808265,-74.4041202
3407050,40.4132193,-74.0207698
3410740,40.9421346,-74.5120948
3408500,40.9434031,-74.7183429
3409090,38.9776752,-74.9107367
3412510,41.006996,-74.0132534
3413620,39.9860484,-74.8054285
3406060,39.5189677,-74.6193739
3411730,41.0523667,-74.1112146
3413560,41.013922,-74.2091351
3411700,40.0727906,-74.6819699
3626520,40.7142717,-73.6937605
3629520,40.6696221,-73.7009502
3619020,40.6189827,-73.5460502
4040001,36.6748698,-95.3338848
4103630,42.9562139,-118.9338052
4400420,41.8431827,-71.7150858
4545013,32.4742366,-80.7129348
4545079,34.0394315,-80.8250965
4747143,35.4921258,-85.0118644
4747029,35.9613606,-83.1976748
4747107,35.4573109,-84.604153
4747108,35.3384163,-84.5280838
4747189,36.2141551,-86.3144271
4747031,35.4595494,-86.0825394
4747123,35.6030282,-84.4437669
4747073,36.4079657,-83.0037857
4747077,35.6554456,-88.4107165
4747187,35.9262759,-86.8548995
4747149,35.8521638,-86.4160223
4747033,35.7929468,-89.1000683
4747034,35.716284,-89.0699909
4747001,36.0973382,-84.1289452
4747079,36.2984916,-88.3247053
4848021,30.2722089,-97.2192808
4848285,29.4381936,-97.0250317
4848449,33.1966402,-95.0890337
4848143,32.3277402,-98.04728
5003430,43.3381575,-73.0962532
5006360,43.3606692,-73.186323
5007020,43.2528541,-73.1973476
5007710,44.5255108,-72.1764331
5004740,43.7339667,-73.1635384
5005860,43.3508069,-72.9216255
5008237,44.3189928,-72.5588385
5000006,44.5273788,-73.0701145
5008243,44.5187137,-72.348965
5008244,43.5002564,-72.9170193
5008247,44.0956715,-72.1520753
5004580,44.1922943,-72.8136152
5002400,43.9580873,-72.6428535
5005060,44.6867286,-72.6710344
5008280,44.1391144,-73.3090427
5005520,43.9728936,-73.1946194
5000002,44.183028,-72.4751549
5002520,42.860187,-72.6330776
5003900,43.694267,-73.2864473
5005840,44.4275408,-72.932711
5006300,43.7974461,-73.0822777
5008246,43.1351975,-72.5461654
5008235,44.1558496,-73.066307
5005810,42.8823399,-73.2110929
5050001,44.3372202,-72.7826037
5005120,43.0625245,-72.7167848
5003030,44.358123,-73.169548
5050003,42.8017353,-72.6278665
5050002,42.8259938,-73.2143369
5009570,44.9426807,-72.1486543
5009600,44.9391072,-72.3605357
5008241,43.3993977,-72.7740087
5009510,43.6587063,-72.6485419
5005620,44.9579384,-73.0409043
5002085,44.8097618,-73.1434793
5005050,44.76111,-72.202544
5008248,43.3056461,-72.6421577
5505490,43.1582822,-87.922342
5506120,43.3026643,-88.4041009
5509630,45.9792573,-89.7817706
5506180,43.1325835,-88.3472323
5515600,42.7858566,-88.1943753
5516770,42.524893,-88.2102065
5515480,42.5292539,-88.6305416
5513290,42.5896365,-88.081077
5515150,42.7428744,-88.024242
5507650,42.5714416,-88.4012429
400004,34.7488572,-112.1120281
400005,33.5987726,-113.8244639
400022,34.2156642,-109.6915379
400480,33.8164844,-113.2360137
400600,33.5085619,-112.1364587
400630,33.8042419,-109.2452933
400750,31.6685669,-109.1614324
400840,33.3354864,-113.0477539
400870,31.8790558,-109.5397127
400960,33.431745,-112.3865615
401050,33.4618596,-111.9735783
401080,34.6947235,-111.6731517
401230,33.5107508,-109.1290466
401260,32.5683405,-110.1371469
401290,33.9430233,-114.0220293
401380,33.2657512,-112.5963492
401500,35.3625685,-114.5429171
401650,34.2055081,-112.2145454
401680,33.4857188,-112.1973735
401710,32.8364877,-111.7909508
401920,34.5200702,-110.9498383
402130,32.1078105,-110.0047824
402190,34.4449495,-109.709531
402220,34.1958501,-113.0418148
402250,31.8113004,-110.9310852
402370,34.8457669,-112.0405558
402400,32.6726998,-114.6893594
402430,33.4931566,-112.0140642
402460,34.1926943,-112.3195454
402490,31.4876788,-109.6698151
402710,33.4834297,-109.2829279
402760,31.7448399,-109.6453117
402790,32.6133217,-111.5963833
402820,31.8208591,-110.5926054
403060,33.4337497,-112.215202
403240,32.5324826,-114.7739783
403420,33.5402228,-112.196955
403660,35.5442829,-113.75257
403900,32.9435809,-113.4978533
403960,33.4667029,-112.1437256
404170,34.403966,-112.6427546
404200,32.8034734,-110.2610926
404230,33.2830918,-112.0144251
404290,33.3643346,-112.1600498
404320,33.2724088,-112.4273599
404380,33.5009219,-112.4138363
404440,33.4086224,-112.3161994
404500,33.5258127,-112.0458166
404530,35.2852492,-111.9671823
404770,31.9588543,-111.3656669
404860,34.0550118,-109.7083755
404920,31.5594248,-109.596339
405100,33.0482479,-112.341833
405190,34.951105,-114.4266033
405220,32.9615147,-113.7419939
405340,33.8749535,-112.583558
405400,33.4314364,-112.123734
405430,31.3632425,-109.973402
405640,32.6260081,-110.844861
405670,33.4960718,-112.0789495
405730,34.6656043,-113.652899
405760,33.857052,-111.2458217
405850,33.4004362,-112.6844007
405880,31.4312546,-110.1318309
406000,31.518804,-110.7571645
406150,31.9012903,-109.851655
406210,33.4986266,-112.2764579
406300,33.4530772,-112.0783438
406360,32.7157274,-111.3588406
406510,34.3038561,-111.5611326
406630,31.9897709,-110.2063793
406780,33.4219121,-114.3837598
406900,32.5501691,-111.2360541
406930,32.4192707,-110.5342709
407020,33.4259527,-112.1736267
407080,33.3868803,-112.068387
407140,31.693002,-109.4347432
407200,33.1258069,-111.931548
407380,31.6332915,-111.4914213
407500,31.3994097,-110.8054674
407680,33.0154956,-113.2122465
407770,34.5972261,-112.761228
407860,32.8674811,-109.4596501
407890,32.5395774,-114.7056745
407920,31.619765,-110.6003765
408130,32.7215374,-112.0493972
408310,33.4062883,-111.9378544
408430,32.933988,-112.9014605
408460,34.4644124,-112.8874647
408490,33.4559638,-112.2586346
408550,32.7569359,-111.6851151
408640,34.6968896,-114.3442456
408820,33.3505757,-112.2580879
408880,35.381809,-113.6185902
409030,34.1562553,-112.4348384
409060,33.5887,-112.113091
409090,33.0207988,-114.1593085
409120,33.8437249,-113.5030244
409360,34.8463045,-112.8683971
409390,33.4295804,-112.0140972
409510,34.2768964,-112.7242252
409540,33.9766515,-110.9603436
409570,34.7323251,-113.974883
409600,32.5295065,-114.0048912
639210,36.4369892,-118.6715322
632430,35.8291108,-119.1403939
639300,36.0477094,-119.3136421
636360,36.358061,-119.0522089
619740,36.5011241,-119.471305
638430,36.1458464,-119.1446304
639870,36.1727062,-119.3115364
638130,36.16707,-118.9870628
608730,36.0586542,-118.8695856
625980,38.6325316,-120.8440154
632310,38.7220637,-121.0109212
615450,38.7843845,-120.9171354
636810,38.7970942,-120.2567848
606270,38.6469973,-120.9678147
630780,38.7916753,-120.745761
631290,38.6983239,-120.2719956
615390,38.684773,-120.7210866
621180,38.5691594,-120.9829562
618240,38.5575379,-120.4843801
607170,38.8265969,-120.6269859
600006,37.9937178,-122.5927749
605520,37.978661,-122.7928941
611220,38.0285166,-122.5292892
619380,37.9571528,-122.6012118
620430,38.1924205,-122.77459
620520,38.0076912,-122.6721839
620910,37.9241392,-122.4993659
621660,38.1431735,-122.6905381
624870,37.8792333,-122.5684622
627300,38.0928857,-122.7084152
611760,35.8736662,-119.2815507
630630,35.971506,-119.330914
611550,35.8551429,-118.9260341
643170,36.090771,-119.1855297
639060,35.9585365,-119.0273311
637770,36.1727771,-118.4920872
633270,36.0549642,-119.1163598
617640,35.8907871,-118.3755646
626130,37.7473502,-121.5819582
623970,38.0233784,-120.6300276
640680,38.3121386,-120.2782845
633660,37.9635727,-122.5641443
635090,37.9809122,-122.481698
636000,37.8486405,-122.5156922
640410,38.1639231,-122.6593677
630480,38.6163499,-120.5238525
630870,39.7024117,-122.0932716
620610,39.7716524,-122.1457107
601420,40.5870861,-124.1431065
607410,39.7933185,-122.0946666
609510,35.8308086,-119.2104356
629160,36.2563219,-119.1940883
632160,37.887166,-122.458291
638040,36.4785925,-119.1969249
617040,33.8696728,-118.4052294
633570,34.0792437,-118.0732948
614940,34.0587656,-118.0964295
621210,33.8892514,-118.3460941
602100,32.8259683,-116.7019634
605670,33.3088899,-117.1575616
606810,32.7891191,-116.9045932
607470,33.0342639,-117.2923008
608610,32.6268673,-116.9635078
610710,32.7794645,-116.832604
610740,32.9482673,-117.2549186
612750,33.0606687,-117.2821525
612880,33.1338315,-117.085696
613500,33.3802376,-117.3901004
618730,32.6938677,-116.7753372
619140,33.0470228,-116.4590731
620250,32.7487582,-116.9958334
620790,32.90061,-116.8808603
621330,32.7350869,-117.0366715
626670,32.6658617,-117.097361
631740,33.0409579,-117.1997907
635040,33.0893848,-116.9853528
635220,32.5754926,-116.9784789
635880,32.8573745,-116.9981939
633390,33.744289,-117.1582982
627780,33.8160205,-117.1115181
624540,33.6659701,-117.1730163
630180,33.7737016,-117.2937067
611850,33.954431,-118.0091534
623010,33.9483811,-117.9605005
637560,33.9336455,-118.0452649
642450,34.0007242,-118.0370981
616680,33.9158857,-118.3452711
626190,34.0567727,-118.0215082
612090,34.0833101,-118.0290541
611910,34.7406414,-117.8995278
627180,34.3691254,-118.5800118
619440,34.4944888,-117.8619782
635970,34.5132818,-118.4782645
638220,34.425184,-118.3907717
629580,34.5789322,-118.0831611
642120,34.718813,-118.368366
640650,34.0344665,-118.060117
621930,33.9344404,-118.0825307
642990,33.9152134,-118.3798822
622890,33.9625507,-118.0680113
615600,34.7106484,-118.7563859
642810,34.6271431,-117.7641827
626340,34.2565105,-117.6067058
617880,34.6640856,-118.4971509
633690,37.4054387,-118.6301034
618780,40.286643,-120.4704931
619050,40.3524779,-120.581412
604200,37.6912293,-122.3914363
604530,37.5375787,-122.2372911
606060,37.6757495,-122.383302
606480,37.5866037,-122.3660887
617190,37.5570772,-122.3585086
618870,37.6901929,-122.4962701
620460,37.5978253,-122.5128618
622380,37.422146,-122.2159023
624570,37.4558838,-122.1833905
624900,37.6192966,-122.3645694
631470,37.3650457,-122.2326785
631860,37.4894915,-122.1334597
632130,37.4867735,-122.2315684
634230,37.6264115,-122.3857566
634290,37.5010545,-122.2664313
603270,34.9995723,-118.7682384
603630,35.4219717,-118.8844707
604260,35.4757194,-119.0693328
604560,35.4918637,-119.7404959
606390,35.3365549,-119.1251607
606720,35.4165342,-119.5232976
606960,35.3292652,-118.529113
610890,35.700562,-119.0671672
631830,40.8479807,-120.3987936
636420,40.4530328,-120.2159544
638550,40.5827057,-120.7169249
611130,35.2603233,-118.7797831
611940,35.3376627,-118.8152006
632520,40.3460044,-120.7012496
605250,35.706991,-118.862428
612360,35.3062125,-119.3901732
618840,37.6257134,-121.4377868
626970,38.1577939,-121.5202225
627030,37.6469333,-121.3149687
627930,38.2505382,-121.1435703
640800,37.9090649,-120.8765275
603870,37.7590922,-121.3564239
614790,38.2551183,-121.3127602
634920,37.5481725,-122.3056044
643140,37.4234304,-122.2794782
614700,35.3815964,-119.0867064
615000,35.0410905,-118.9719663
619590,35.6228752,-118.4788252
620730,35.1900417,-119.1916871
622950,35.661919,-119.9121082
624330,35.3681034,-119.7621683
604860,37.321438,-119.0219483
606540,36.4585211,-120.026028
619800,36.4950017,-119.5875078
613290,35.3370426,-118.9339948
620850,35.2824702,-118.9126582
602370,36.5535138,-119.7877455
623760,35.4986547,-119.3905478
616050,35.2713551,-118.9967022
621450,35.5039644,-119.2155476
608850,36.5576711,-119.5123281
604350,40.6983424,-122.1668477
605220,40.5124168,-121.7841813
607680,40.4611119,-122.305034
607770,41.1106421,-122.2952253
609450,40.610287,-122.3036438
609990,40.3850396,-122.4846997
612810,40.5684144,-122.3429512
614490,40.7244789,-122.6022895
615690,40.5326573,-122.4824261
625350,36.5189083,-119.3310929
628530,36.6753286,-119.7805224
625290,36.5623777,-119.7392542
629400,36.6124585,-119.759468
630390,37.1098623,-118.9369649
641460,36.639047,-119.7889126
631680,36.5833386,-119.96014
604980,41.5814425,-122.3807046
616570,40.4572236,-122.4218326
618160,40.4444875,-122.751087
618270,41.0969101,-121.8780475
624930,40.5765235,-122.1008029
627040,40.8363464,-121.9226928
629280,40.5089868,-122.2911701
632040,40.5520839,-122.3945823
636570,40.6462362,-122.4787757
642420,40.6433146,-121.6495781
627510,40.6101573,-122.1975408
627870,40.7080235,-121.9526225
619200,40.5230532,-122.2575351
603420,37.3621851,-120.6111146
603750,37.4702877,-120.6710831
612150,37.1385639,-120.5056412
621240,37.215855,-120.2008211
622170,37.3567968,-120.7465373
624360,37.2510903,-120.6306363
624600,37.3664192,-120.4403261
624630,37.4647594,-120.5182474
630810,37.1869106,-120.3409506
630840,37.3182166,-120.2738573
636960,37.5196214,-120.4030581
641880,37.2695263,-120.4201125
642960,37.4028975,-120.6241846
606690,41.4513072,-122.4064452
611670,41.2135218,-122.3924294
614040,41.2663944,-123.1705167
616530,41.8189035,-123.5524829
617620,41.9466483,-122.6348078
619230,41.5386075,-123.4930105
619920,41.8323271,-122.9879634
621960,41.6982775,-122.3058184
624210,41.3353643,-121.8601272
625380,41.758401,-122.4997733
626040,41.3045132,-122.3518278
610980,41.6986453,-122.5806656
614970,41.5195091,-122.581256
605490,41.9237545,-122.3120169
616110,41.6351005,-122.5466582
605640,37.0664956,-122.1508199
616560,37.0461541,-121.9813775
621990,36.9552013,-121.9748944
626070,37.0604654,-121.9179736
629340,37.1246005,-122.2452673
635590,36.9496534,-122.0618098
637290,37.0013895,-121.9520594
642210,36.3780687,-120.2206098
642060,36.6874223,-119.8692742
641980,41.5464321,-122.1799079
642600,41.824931,-122.4086805
643380,41.7728486,-122.6949023
636240,41.9241598,-123.260782
605280,34.9129854,-120.1688954
605580,34.9438775,-120.447733
606330,34.5887514,-120.198786
609270,34.4474432,-119.6555602
609330,34.6733168,-119.7436158
615510,34.4534159,-119.8860449
