sedalea,latitude,longitude
1200570,29.8101756,-84.7991742
1200600,30.5786866,-84.6126072
1200630,29.7234556,-82.7958011
1200660,26.9548102,-81.1908197
1200690,29.9072571,-85.2565366
1200720,30.4912264,-82.9510695
1200750,27.4928458,-81.8215798
1200780,26.539967,-81.1521142
1200810,28.5730426,-82.4662272
1200840,27.3426272,-81.3409213
1200870,27.9066072,-82.3497186
1200900,30.866222,-85.8129589
1200930,27.7006453,-80.574794
1200960,30.78925,-85.2088129
1200990,30.4245577,-83.8908594
1201020,29.9900661,-83.1785097
1201050,28.7641128,-81.7122822
1201080,26.5840711,-81.9281848
1201110,30.4593104,-84.2778004
1201140,29.2844566,-82.783462
1201170,30.2598494,-84.8685805
1201200,30.4472325,-83.4704159
1201230,27.4816825,-82.3687669
1201260,29.2028047,-82.0431004
1201290,27.0836036,-80.3982011
1201320,25.6154566,-81.1899714
1201350,30.6059257,-81.7649287
1201380,30.665851,-86.5941872
1201410,27.3855924,-80.8873884
1201440,28.514435,-81.323295
1201470,28.0590267,-81.1393116
1201500,26.649124,-80.4483739
1201530,28.3074646,-82.4645839
1201560,27.903122,-82.739518
1201590,27.9531147,-81.6927831
1201620,29.6060059,-81.7408939
1201650,30.7018378,-87.0127623
1201680,27.1843855,-82.3658351
1201710,28.7257089,-81.2196197
1201740,29.8906441,-81.3839483
1201770,27.379812,-80.4435373
1201800,28.7142938,-82.0747152
1201830,30.1892438,-82.9927542
1201860,30.0099084,-83.6094825
1201890,30.0542796,-82.366918
1201920,29.057769,-81.161792
1201950,30.1403575,-84.3751122
1201980,30.6312106,-86.1766139
1202010,30.6022166,-85.6627968
1300001,33.034482,-85.02836
1300003,31.9868975,-81.6265693
1300004,32.6190657,-83.581133
1300060,31.739712,-82.2901025
1300090,31.2968609,-82.8781986
1300120,33.7629088,-84.4226745
1300150,31.5502095,-82.4514325
1300180,31.3195798,-84.4548812
1300210,33.0594897,-83.2554566
1300240,34.3519216,-83.4984409
1300290,33.9920094,-83.7123025
1300330,34.2433632,-84.8452473
1300360,31.7591045,-83.2159655
1300390,31.2886522,-83.2278695
1300420,32.8088443,-83.6941934
1300440,32.4354034,-83.3317174
1300480,31.1973339,-81.9829779
1300510,33.7107648,-85.1518967
1300540,30.8229337,-83.5819054
1300570,31.8420703,-81.2939363
1300600,34.1197983,-83.9952272
1300630,32.3934083,-81.7438098
1300660,33.0508189,-82.0115709
1300690,33.2878552,-83.9569325
1300720,34.4830052,-84.9449571
1300750,31.521279,-84.6262895
1300780,30.9133473,-81.6420006
1300810,32.4038515,-82.071235
1300840,33.6186945,-85.073854
1300870,33.581847,-85.0833328
1300900,34.1629469,-84.8004152
1300930,34.8993926,-85.1373531
1300990,30.7799036,-82.1396442
1301020,31.9804124,-81.0852063
1301050,32.2725435,-84.7487963
1301080,34.4742244,-85.3461294
1301110,34.2443166,-84.4750574
1301140,34.877467,-85.2883505
1301170,33.9521852,-83.3671522
1301200,31.6198309,-84.9925826
1301230,33.5426863,-84.3555727
1301260,30.9176531,-82.7026143
1301290,33.9130742,-84.5610567
1301350,31.5492446,-82.8449381
1301380,31.1897575,-83.7697405
1301410,33.5476313,-82.2522957
1301440,34.2142985,-83.4757128
1301470,31.1525285,-83.4294384
1301500,33.3528965,-84.7621381
1301530,32.7094283,-83.9791874
1301560,31.9151491,-83.7535313
1301590,34.8524237,-85.5062006
1301620,34.7692219,-84.9704204
1301650,34.4428421,-84.1732841
1301680,33.771455,-84.2978566
1301710,30.8806553,-84.5841442
1301740,33.771594,-84.2219977
1301770,32.1602346,-83.1562413
1301800,32.1519954,-83.807167
1301830,31.5325876,-84.20904
1301860,33.6993166,-84.7659441
1301870,32.5363601,-82.9247076
1301890,32.4609443,-82.9111706
1301920,31.3241906,-84.9067225
1301950,30.7168312,-82.8752239
1301980,32.3617106,-81.3433367
1302010,34.1164548,-82.8418338
1302040,32.5910995,-82.2997628
1302070,32.1716672,-81.9023657
1302100,34.8665427,-84.3173308
1302130,33.4127172,-84.4939407
1302190,34.334577,-85.2324136
1302220,34.225143,-84.1274353
1302250,34.3750807,-83.2280639
1302280,33.5852546,-84.5682092
1302310,34.2896583,-83.8298926
1302340,34.6904951,-84.4546507
1302370,33.2274908,-82.6069126
1302400,31.2127465,-81.4965167
1302430,34.5096669,-84.8738622
1302460,30.875891,-84.2450655
1302490,33.5767403,-83.1666127
1302520,33.2623888,-84.2860671
1302550,33.9552847,-84.024703
1302580,34.6343924,-83.5258749
1302610,34.4073266,-83.7400969
1302640,33.2692195,-83.0004653
1302670,33.7951649,-85.2200622
1302700,32.7315494,-84.912432
1302730,34.3487328,-82.96329
1302790,33.2913474,-85.1378787
1302820,33.4529466,-84.1540207
1302880,32.4583811,-83.6628559
1302910,31.6043062,-83.2770374
1302940,34.1308883,-83.5625382
1302970,33.3181691,-83.6901425
1303000,31.8116153,-82.6368248
1303030,34.1354856,-83.6015785
1303060,33.0581756,-82.4200036
1303090,32.7945631,-81.9715244
1303120,32.6945842,-82.6639696
1303150,33.0202261,-83.5623393
1303210,33.0744604,-84.1467206
1303240,31.0381973,-83.0631635
1303270,31.8184185,-84.1466814
1303300,31.732586,-81.3768061
1303330,33.7921507,-82.4482992
1303360,31.7318696,-81.7338618
1303390,30.7221612,-83.3626904
1303420,34.568135,-83.9989062
1303450,32.3626859,-84.0512306
1303480,34.1285257,-83.2037373
1303510,33.9535613,-84.5424631
1303540,32.3595381,-84.5295606
1303570,33.4824637,-82.473188
1303600,31.4885923,-81.3724597
1303630,33.0292436,-84.6670413
1303660,31.1629079,-84.7303856
1303690,31.228997,-84.192038
1303720,33.0174352,-83.9229376
1303750,32.1721081,-82.5333487
1303780,33.5932361,-83.491027
1303840,34.7970974,-84.7379899
1303870,32.5266873,-84.9108735
1303930,33.5440212,-83.8551846
1303960,33.8341247,-83.4377284
1303990,33.8668062,-83.0740805
1304020,33.921026,-84.8671616
1304050,32.5713241,-83.8319779
1304080,31.1265679,-84.1515448
1304110,34.4568125,-84.490339
1304140,31.3539879,-82.2104267
1304170,33.0907685,-84.3866265
1304200,33.9960153,-85.1883384
1304220,32.2387936,-83.4818548
1304260,33.3210605,-83.3717898
1304290,31.8629478,-85.0048013
1304320,34.8839494,-83.4048594
1304350,31.762651,-84.7523108
1304380,33.361487,-82.0749983
1304410,33.6520811,-84.0263696
1304440,34.2661329,-85.1860521
1304470,32.263441,-84.3227238
1304500,32.7447512,-81.6175849
1304530,30.933894,-84.8675915
1304540,33.6499151,-83.7083164
1304560,34.5529139,-83.2902156
1304590,32.073225,-84.8349117
1304620,32.0421975,-84.2042602
1304650,32.7046026,-84.5300288
1304680,33.559319,-82.8752721
1304770,32.0521878,-82.0659633
1304800,32.5546668,-84.2514261
1304830,31.9136387,-82.9310624
1304860,31.7771909,-84.4394464
1304890,30.8646064,-83.9198196
1304950,30.8394221,-83.9787807
1304980,31.4570027,-83.5259307
1305040,32.1169265,-82.3309671
1305070,34.9025294,-83.7322645
1305100,32.4095857,-82.5708819
1305130,34.5484182,-85.3107687
1305190,31.7248005,-83.6203195
1305220,32.6658469,-83.4258792
1305250,34.833333,-83.9892568
1305280,32.8818366,-84.292281
1305310,30.8501261,-83.2788329
1305340,32.2139013,-82.4030198
1305370,34.7358269,-85.3053852
1305390,33.7866896,-83.733443
1305430,31.050881,-82.4215072
1305460,33.4191691,-82.6880123
1305490,32.9718477,-82.7981123
1305550,31.5478449,-81.9123763
1305580,32.0466911,-84.5538279
1305640,32.1052681,-82.7338646
1305670,34.643776,-83.7434165
1305700,34.8079369,-84.9674026
1305730,31.9627168,-83.4382617
1305760,33.7790312,-82.7479211
1305790,32.8042663,-83.1755122
1305850,31.5517733,-83.8499598
1500030,19.8281713,-155.4950401
1600001,48.4011753,-116.8965376
1600002,48.2427191,-116.4155686
1600009,46.7419419,-116.7426795
1600010,46.8357559,-116.2472437
1600030,43.0416678,-112.8403142
1600060,42.7978246,-112.9388361
1600090,42.5607623,-112.5156795
1600138,45.3157275,-116.3047543
1600139,45.8957997,-115.3566098
1600150,47.1238627,-115.7764742
1600180,43.8651546,-115.6399011
1600240,42.2824701,-111.3309721
1600270,43.1431423,-112.2179313
1600300,43.394192,-113.9553713
1600330,43.0423095,-114.9860918
1600360,43.2790106,-116.0364278
1600420,48.7731326,-116.5246729
1600450,42.5109704,-116.0020642
1600480,42.6874142,-114.879979
1600490,43.685101,-113.1776308
1600510,43.6571274,-116.6923127
1600540,43.4633958,-114.8044265
1600570,44.6452085,-116.6224885
1600600,43.598852,-116.7031065
1600630,44.4620581,-115.7483573
1600660,42.282313,-113.6263276
1600690,42.3931586,-114.9046171
1600720,44.3648677,-114.3244214
1600750,44.290218,-112.3546128
1600780,47.6771129,-116.6949184
1600810,46.0590974,-116.3710054
1600815,47.3022286,-116.8707743
1600840,44.8729972,-116.5047184
1600870,46.3927544,-116.6392157
1600900,42.8750124,-114.1550296
1600930,43.4305519,-111.7829095
1600960,42.1642235,-111.760377
1601020,44.0411869,-116.3606092
1601050,42.250306,-114.5346691
1601080,43.1910953,-111.872456
1601110,44.2141177,-111.4655727
1601140,43.9215444,-116.9143681
1601170,44.1527035,-115.5620914
1601200,46.5633697,-116.8842432
1601230,43.0419511,-115.3152051
1601260,43.0344155,-114.7202777
1601290,42.4768436,-111.7521481
1601380,42.804834,-114.8680175
1601410,42.4926807,-114.2595123
1601440,46.2283183,-116.544222
1601470,43.5996136,-116.9483516
1601500,43.9118705,-116.1304179
1601530,43.523237,-112.2726368
1601570,43.7021004,-112.1831384
1601590,42.7419367,-114.3938641
1601620,46.2375369,-116.0089636
1601650,47.5832824,-116.2577458
1601680,46.6375984,-116.5508935
1601710,42.3945175,-114.3608332
1601740,47.4974546,-116.6487485
1601770,43.3862972,-116.3609251
1601800,47.882484,-116.7391911
1601830,46.2356165,-116.78799
1601860,46.3294882,-116.9365795
1601900,43.9435803,-113.8812118
1601920,43.7428668,-111.6526073
1601950,42.5610658,-112.1415877
1601980,43.3995788,-116.8994801
1602030,44.922429,-115.4552148
1602060,45.0753667,-116.3847881
1602070,43.2040025,-116.6227304
1602100,43.5503826,-116.3088816
1602130,43.7530385,-116.6233104
1602160,44.3851832,-116.5887611
1602190,42.825985,-113.6630999
1602220,46.763786,-116.9547881
1602250,43.2115383,-115.718017
1602280,47.4431389,-115.7781974
1602310,42.4380707,-114.1371586
1602340,43.5337974,-116.5980076
1602370,43.9527068,-116.7267734
1602400,46.2891281,-116.2535599
1602430,42.8139694,-111.9428035
1602460,43.7337157,-116.7901853
1602490,42.1838954,-112.5204486
1602520,46.6613907,-115.5716359
1602550,43.7718593,-116.9463565
1602580,44.104772,-116.7224677
1602610,42.7167009,-116.916419
1602640,42.904916,-112.3800927
1602670,47.6990133,-116.9775686
1602700,46.9509593,-116.79885
1602730,43.5076911,-115.5762688
1602760,43.0796845,-114.0058875
1602790,43.5818932,-111.6162479
1602820,42.4707326,-112.8373171
1602850,45.1198209,-114.2388196
1602910,43.3978724,-112.2164459
1602940,42.9916016,-114.3363682
1602970,43.3318284,-112.6817242
1603000,42.8244599,-111.4021824
1603030,44.6234792,-113.3561649
1603060,47.2273144,-116.5351419
1603090,43.89332,-111.7542472
1603120,43.3341809,-111.34513
1603180,43.7609939,-111.2117653
1603210,42.111832,-115.1953358
1603240,42.518507,-114.4750292
1603270,42.6248221,-114.1518757
1603300,47.7264437,-116.0057306
1603330,44.3969086,-116.9390412
1603360,42.7574353,-114.7222058
1603400,43.8817889,-112.4182793
1603420,42.1443558,-112.0176628
1603480,43.6802352,-116.9133232
1701382,37.9099664,-88.7565527
1700110,42.3185095,-87.85919
1719920,39.1466734,-87.7261732
1727300,39.9620694,-90.7503095
1741070,38.2806665,-90.1326315
1713710,42.0049332,-88.2432665
1713970,41.8980804,-87.9412073
1708010,42.143838,-89.2793365
1737830,39.2942994,-88.6400873
1713560,39.0389728,-88.5879194
1727710,41.7663714,-88.1258484
1730270,41.653873,-88.3151626
1731740,41.6107201,-88.2024276
1733380,41.2258612,-88.1677417
1716380,41.8783425,-88.3420718
1705220,41.8392959,-88.3199354
1740830,39.9455341,-89.0820031
1727390,39.7648537,-88.8543827
1710530,41.3103089,-88.2995758
1713050,42.4865123,-90.5683485
1722300,38.609161,-89.7666958
1700314,40.4600717,-90.7643533
1734990,42.3610017,-88.0939281
1741250,42.381758,-87.8481818
1734140,40.831047,-89.1686181
1728620,40.5436969,-88.9755962
1727610,37.734292,-89.3746805
1700113,40.2317848,-89.7579689
1710440,40.1714644,-88.9707249
1718390,40.2628613,-89.452429
1727290,39.9974792,-89.327352
1742480,39.9184513,-89.5607655
1705460,39.1807324,-88.7377669
1707650,40.5201221,-88.0871939
1724060,40.1652731,-88.3936678
1726550,40.0369183,-88.5474545
1739600,39.816814,-88.3013553
1717790,39.7452635,-90.7708156
1730990,39.8167992,-91.2402884
1708220,40.0484524,-91.0401828
1733000,39.9444062,-91.3651959
1700223,39.5855427,-88.782323
1703990,39.9757399,-88.8358702
1700122,39.7680987,-87.9026715
1742790,42.2681136,-89.2626887
1731050,42.3157216,-89.3574994
1736600,42.4822998,-89.046348
1740200,38.6670872,-90.1665097
1737350,38.7362743,-89.8139029
1713530,38.8628538,-89.9465869
1700114,38.7919711,-88.8345132
1703510,39.0231727,-88.7390014
1737230,39.0417248,-88.8630393
1736180,41.2628988,-90.54618
1733930,41.604243,-90.2600057
1712330,41.843598,-89.4805413
1732280,37.4171687,-88.5423737
1740920,40.9141728,-89.3232939
1725680,39.8357229,-90.5620902
1700102,38.9368206,-90.5847997
1700001,42.3020736,-90.2580864
1700130,42.080679,-90.0755083
1708070,37.0985049,-89.3350147
1726400,41.4667411,-90.4875994
1734410,41.464286,-90.5720334
1700153,40.3572667,-90.1213513
1711400,40.4972364,-90.2555437
1701413,40.7395234,-90.4232635
1703960,39.6755388,-88.2774386
1720790,39.5484694,-87.8963132
1700319,40.8125075,-90.9129227
1720170,40.7820699,-87.7263056
1712510,40.8980663,-87.6411606
1700323,40.7650181,-87.8342462
1716020,37.8395467,-88.6348475
1718270,37.7008242,-88.5203235
1700125,41.465745,-89.6554357
1739630,37.2746335,-89.0792474
1742990,37.4480056,-89.4152965
1703810,41.4183538,-89.896446
1708160,41.2935942,-90.1789081
1714350,41.6903958,-90.109719
1716140,41.2001518,-90.0698072
1730200,41.3589277,-90.3751344
1737490,41.0696912,-89.8257815
1734510,42.2609016,-89.0491147
1728700,42.4161956,-88.8117514
1721680,41.5140306,-89.28126
1718840,41.0944507,-88.1085121
1735310,38.6362537,-89.1186456
1701403,39.4611598,-89.8001831
1701404,38.6208095,-89.0562486
1738130,39.5751113,-88.5775543
1742690,39.4389565,-88.5861905
1731230,40.7247961,-89.6140242
1732770,40.9263809,-89.7835278
1725050,39.5053706,-88.3716337
1709600,39.4906458,-88.1513846
1700002,39.3063433,-87.993897
1717580,38.2514421,-88.0485283
1713500,38.4194803,-88.0685354
1700217,37.9797384,-89.0780219
1730870,38.7697873,-89.1017353
1708280,40.5423774,-90.012592
1743960,41.6168295,-88.4329896
1731770,41.6787416,-88.537209
1718180,39.1996355,-90.6683384
1708610,39.285258,-90.4711694
1717670,39.363052,-90.2215498
1715750,39.666422,-90.0718983
1720430,39.0794939,-90.3825522
1718810,37.8265652,-89.0675394
1708640,37.7354417,-89.089217
1704620,39.5852827,-89.7259635
1704920,39.6763633,-89.6612973
1731410,40.0193859,-89.8918147
1741280,39.5835201,-89.9391375
1734100,39.8455936,-89.5642846
1718510,40.1989957,-90.1105685
1743962,40.4141384,-89.7861666
1700115,41.1407979,-89.4189971
1732960,41.2043412,-89.2464212
1706880,41.16926,-89.6475037
1709930,41.8368268,-87.6824319
1714100,41.9222301,-87.8173393
1708040,38.5692214,-90.1554167
1712720,38.5245302,-90.1987699
1700109,40.5228695,-88.6079007
1722710,40.6297261,-88.787987
1713920,40.4360944,-88.7996795
1723640,38.652193,-90.1643013
1742630,41.3151578,-88.1185719
1731020,42.2636599,-89.8388747
1710290,40.5721974,-87.8910161
1730630,39.3678609,-89.0794145
1700176,39.2407774,-88.927487
1736090,39.3843009,-88.816826
1712030,40.1168008,-88.7036353
1709100,39.5611417,-89.0021496
1727840,39.2959784,-88.4256106
1733090,39.1471408,-89.1312216
1721390,40.875422,-90.2206246
1736960,40.6770405,-90.228171
1740080,38.2365962,-90.2722571
1719660,40.4698699,-87.7496638
1739480,40.8719064,-88.2160962
1705430,41.3439342,-87.6164059
1711250,41.4249732,-87.6530009
1740070,41.6652246,-88.0888345
1732100,41.9807341,-89.5784899
1721900,42.1992914,-88.0774569
1713370,39.7965629,-87.6459928
1730780,39.5999662,-87.6598858
1720350,39.9628151,-87.8163316
1707200,40.8283731,-89.8448465
1712700,40.8420361,-89.6764493
1730750,39.6065857,-87.6968033
1738490,40.3523551,-90.3715081
1700092,39.9476395,-87.6148392
1720380,39.0089911,-88.1602447
1741730,38.6959011,-88.2174355
1700332,40.1797093,-90.5819288
1729420,38.9917824,-87.8936511
1707950,40.5623114,-90.4608548
1703600,38.9560079,-90.1693542
1707770,39.0475525,-89.9560901
1735010,38.8451365,-90.0587963
1737170,41.9369978,-88.3476143
1709810,37.9243039,-89.8180072
1736900,38.1060187,-89.7716149
1737650,37.9908305,-89.6794471
1722130,38.7133245,-87.8290002
1722150,38.7440615,-87.6396992
1730480,38.9712058,-87.6111145
1734230,38.9738294,-87.7314446
1705050,42.1464981,-88.1646544
1718200,37.5178517,-88.2661478
1742310,41.8332048,-89.7379834
1703690,41.6858092,-89.3721205
1735970,41.779872,-88.8619454
1722350,41.6998191,-89.01661
1720280,39.6997882,-90.230949
1730060,42.4524636,-89.6296486
1713320,38.6162038,-90.1054892
1724940,38.4927883,-89.7988778
1727960,38.3137345,-89.884613
1733300,38.1464338,-89.9691187
1739420,38.5474899,-89.6633646
1721300,42.0999817,-88.8740605
1700014,37.5527196,-88.9631335
1712480,37.3809789,-89.1469603
1700044,40.6707356,-89.8525283
1731270,40.7691887,-89.5771675
1704380,41.8232958,-89.2413951
1724870,39.3638935,-87.6659459
1707830,42.0154285,-88.4837692
1712000,41.9141882,-88.794196
1716410,42.1072087,-88.692275
1724480,41.866988,-88.5092225
1741190,42.2825768,-88.1665871
1722770,39.8712428,-91.0656471
1716050,42.4244972,-90.4324171
1737980,42.3062384,-90.0443512
1735610,42.452765,-90.2624469
1722530,42.4078991,-89.8387467
1740740,42.4628621,-90.0413609
1720760,41.0966327,-87.8151843
1712090,41.3300727,-89.3042955
1715490,42.164593,-89.5264966
1730160,42.0112667,-89.3613416
1709400,41.9666215,-89.8291913
1718420,42.4156107,-88.6232761
1716680,39.146084,-89.8266465
1716350,41.4533154,-90.1260406
1721000,41.2801396,-89.8607681
1729940,41.0670833,-90.2153231
1718240,42.3528344,-89.0256145
1712810,42.4388766,-89.3159786
1725690,42.1004867,-89.1205503
1715880,41.500969,-88.759151
1700120,41.147007,-89.0559705
1726710,41.8338643,-89.9633198
1733950,41.8471808,-90.1219466
1712060,40.3741278,-89.5371174
1711880,40.5629137,-89.3469995
1739390,40.5046998,-89.5015733
1708250,37.8776228,-89.5530302
1710980,38.174584,-89.6196627
1716080,40.9695656,-90.4121861
1726800,40.612651,-89.4607812
1700041,40.5083731,-88.3383153
1720180,40.7486441,-88.0153954
1700005,40.722671,-88.4967261
1728560,39.2650696,-89.2925934
1738700,39.6010841,-89.2628555
1736640,39.5842427,-89.4337127
1730660,39.3675245,-89.5882505
1736610,40.2419179,-90.9782855
1727780,40.5580307,-91.2589823
1717700,40.0761707,-89.7092888
1726760,39.4314546,-89.445923
1700123,39.7208988,-89.0367677
1718060,40.4090929,-91.2968807
1740890,40.2827544,-91.3533164
1725590,40.1138124,-91.3281543
1730930,39.5762904,-89.5453883
1734320,39.7397951,-89.4969292
1700324,39.847443,-89.1968272
1710800,40.1364993,-87.8235051
1708580,37.6544771,-88.6570363
1743800,37.9016956,-89.0693601
1720550,37.812581,-88.841306
1705820,39.9142424,-88.5476519
1709330,39.8748986,-88.7369731
1710410,40.9501862,-87.9530351
1712240,39.0209148,-88.42812
1741580,37.9015787,-88.9114976
1724900,39.3118384,-87.8332568
1723920,40.4406597,-90.6093803
1706480,40.4774511,-88.9732707
1729890,40.3772685,-89.2540107
1724750,40.0132311,-88.9629116
1700003,40.2612501,-88.5920946
1718870,40.3459718,-89.0106052
1724600,37.675778,-88.9323272
1711850,39.848593,-88.930764
1700320,40.7272648,-90.6570455
1732830,41.6385912,-89.8528849
1742060,41.1997118,-89.9124986
1704680,41.759032,-88.2905286
1704710,41.7800954,-88.3572518
1719830,42.1817076,-88.436008
1724390,41.241573,-87.8860186
1731290,41.3652811,-87.8661824
1717370,41.2562417,-87.6356301
1741360,38.3696522,-88.5861066
1735940,38.0667215,-89.059964
1708550,42.1169725,-88.3891977
1712930,41.5866276,-88.9206038
1705790,42.2637458,-88.8313535
1700321,40.9814652,-90.6310675
1736570,41.6342448,-88.7061746
1738460,42.005253,-88.6980739
1703300,42.4527526,-88.4462025
1711610,42.3921094,-89.5090043
1715900,42.2971895,-89.6239261
1706600,39.723571,-90.555355
1742240,39.4492681,-90.4390215
1742660,39.6041699,-90.4495793
1710830,39.8458245,-90.3797881
1704470,39.9505739,-89.6854946
1739450,39.8352627,-89.4213003
1700105,39.861933,-90.0551532
1737080,39.797873,-89.6546368
1720490,42.3913432,-88.2609313
1713410,39.6566463,-89.3811956
1743330,42.3303768,-88.4533154
1740140,38.9461884,-89.1301478
1707440,38.9995506,-88.9637903
1713290,38.714012,-88.0361709
1701390,40.8803938,-88.8549923
1700326,40.7343754,-88.9769889
1738070,41.0543475,-88.8244627
1710760,40.0500488,-87.7161707
1734440,41.3786899,-90.7991699
1708430,39.2656766,-89.9109538
1737590,38.9890771,-89.7905123
1700045,37.7570995,-88.2268693
1724650,38.2626623,-89.740801
1741750,38.3713474,-89.5801935
1711100,37.6965409,-88.7588371
1731500,39.123966,-90.1072809
1730540,39.4235846,-90.0310718
1727180,39.0587312,-89.695041
1723250,39.1722912,-89.640608
1731890,39.4271685,-90.878813
1731710,39.5544798,-90.7766208
1713590,37.2057658,-89.3398145
1726970,37.166798,-89.184124
1714050,40.7578826,-89.8836653
1719960,40.5875751,-89.7945407
1713660,37.8498752,-88.4514921
1718990,38.8234922,-89.666078
1705310,40.0081909,-90.3811551
1740410,39.9452149,-90.1823719
1710650,38.6849892,-89.9976843
1717280,38.7321841,-90.1163442
1706390,40.2445328,-87.6387268
1710820,40.0537715,-87.6099113
1711790,40.1345627,-87.6171244
1734870,40.3669764,-87.6226071
1799997,41.8863071,-87.6135293
1715100,40.9732279,-89.0445197
1706120,38.9094518,-90.042242
1710240,38.5054163,-88.3746988
1709420,40.1308395,-88.2837376
1739120,39.9847872,-88.2419274
1739090,39.2683343,-88.2287735
1701387,39.673195,-91.1182264
1719970,40.9004256,-89.5488843
1700126,41.0214054,-89.4092627
1723970,38.6778106,-90.1283255
1700004,38.0284199,-88.3286147
1708500,38.0901525,-88.1238789
1719260,41.7883758,-88.6121501
1735370,41.6392433,-88.6246665
1722870,41.6112923,-88.792993
1739960,40.1201229,-88.1762333
1715180,40.3185257,-88.3347532
1704590,39.8136327,-88.5017059
1704260,39.7174256,-88.5575796
1729340,39.6638178,-88.0488846
1726430,41.1474724,-87.6360985
1740650,38.1953533,-89.0458394
1710790,38.0903955,-88.5754184
1703660,41.2040805,-90.3267568
1700106,39.9590065,-87.9847632
1740320,39.84856,-88.158019
1710740,38.4474704,-90.2111999
1701395,41.207345,-90.8643785
1725000,37.209059,-88.6672205
1700015,37.2591385,-88.8603355
1715400,38.6436485,-88.5545964
1710340,38.7010867,-88.3435646
1742450,40.9437147,-90.0480286
1712760,38.0230732,-89.2296338
1710570,37.5607243,-89.2798644
1713860,37.889217,-89.2926305
1738760,39.1494914,-88.4735433
1728810,38.8132138,-88.5350087
1722620,40.3441509,-88.7410568
1723200,41.7977324,-88.0758978
1742180,41.8481362,-88.1351213
1741690,41.7504155,-88.2114314
1700007,42.1286147,-89.7749071
1741980,41.8089005,-87.9722138
1714430,40.6839621,-89.2284152
1703450,38.5387999,-87.7332132
1740470,38.4307734,-87.8710958
1727990,39.7173587,-89.8896216
1731920,39.8365837,-89.8787772
1704440,40.2055511,-90.3114309
1708460,38.6294717,-89.2985642
1717730,38.8838075,-89.4780778
1719200,39.1391107,-89.4574354
1727450,38.9104401,-89.2942714
1810920,39.7936983,-86.2475418
1800450,39.7152408,-86.0866047
1803630,41.0678911,-85.1418582
1802850,41.0849182,-84.9397987
1805190,38.9962339,-85.6281106
1808130,40.8364773,-86.8453331
1801710,41.3578995,-85.4498806
1807890,40.9026614,-86.06516
1810450,39.9452179,-86.8931402
1808160,39.2210895,-87.2909975
1807500,38.1091306,-87.9017918
1806570,41.6899266,-86.858815
1809150,41.5778255,-87.1758181
1809180,41.3866114,-87.1394811
1811700,41.4742233,-87.1764637
1811970,41.4759657,-87.074168
1810860,39.0478988,-87.4545691
1801770,40.2145899,-85.0085554
1803180,40.2133203,-84.8554602
1810740,40.0576102,-84.9209718
1803300,40.2756022,-85.8318119
1811260,37.960968,-86.7152274
1801170,37.9081653,-86.7332384
1812880,40.1568832,-85.7763291
1800150,40.1276816,-85.6488683
1800210,40.2702354,-87.2194964
1806900,38.747201,-86.5181356
1801740,38.1037973,-86.6277202
1810590,39.7202571,-87.4512306
1804980,40.4349719,-85.0033804
1807290,37.9417654,-87.9036257
1807950,38.1329522,-87.8013752
1801440,39.5762986,-86.1944332
1803690,39.4818333,-86.0998833
1803960,38.4164657,-86.9878027
1810870,38.274258,-86.9869612
1808120,38.4380444,-86.7958103
1802190,41.4559662,-86.8008144
1807470,41.5592453,-86.8723126
1810020,38.6592216,-85.7371891
1812390,38.0977282,-87.2720486
1801290,40.5396816,-86.4632234
1811580,40.7456488,-86.6923485
1809990,38.7623081,-85.7811539
1805280,41.1663188,-87.1133452
1804080,39.318206,-85.4672077
1808010,38.0702452,-86.9555842
1810560,37.9032322,-87.1179535
1810710,39.7349065,-85.8515314
1803810,40.6348308,-86.8857148
1807980,39.7798445,-86.8494378
1802430,40.0903542,-87.382618
1810620,40.0914877,-87.1937125
1803330,39.517821,-86.6086111
1804140,39.5643426,-86.4941294
1801050,38.9019798,-86.1176747
1812060,38.8121462,-85.8438724
1810080,38.9557447,-85.9230325
1800720,40.6950849,-85.1468568
1810770,40.6323799,-85.2688901
1806630,39.1303792,-85.147712
1802940,38.2959597,-87.404546
1809420,40.9499229,-87.1311923
1807110,41.0244661,-86.5988063
1810530,39.019509,-85.2914857
1808220,40.8186133,-85.1974498
1812990,40.0619394,-86.568558
1812180,40.7920664,-85.8000835
1800960,39.1928644,-86.2397283
1800570,40.4726717,-85.3237297
1804770,39.7930964,-86.1360915
1812810,39.7614881,-86.2746698
1808310,39.6055417,-85.8846217
1809600,38.940527,-84.9642994
1803270,41.7221,-85.9304069
1806390,40.5467502,-85.6533726
1806870,40.483426,-85.6170596
1802440,38.2894327,-86.4408711
1800420,41.6415495,-86.0286099
1803480,41.5013794,-85.7291207
1806270,40.9794071,-85.7889257
1812150,40.7982051,-85.825196
1803930,41.5658645,-85.8319585
1806600,41.6752746,-85.7621647
1800630,39.1403228,-86.5003502
1809480,39.2597281,-86.629676
1809750,39.6075818,-85.4541773
1800118,39.825608,-87.1808141
1802220,39.4657293,-86.803759
1810950,39.2900766,-86.8414148
1802660,40.3119754,-85.3251318
1807320,40.1915305,-85.386007
1811400,40.271135,-86.0439648
1808040,40.3693007,-86.0642036
1808250,41.198206,-85.2206803
1803510,39.6396552,-85.1850315
1800030,41.0063449,-85.2718804
1808490,38.6421106,-86.4485719
1807770,38.4005437,-87.5722537
1810350,38.26026,-87.6861166
